"Protein","estimate","std_error","statistic","pvalue","Padj","mean_diabetes_nonDN","mean_diabetes_DN"
"BCAT1",0.00615407334951856,0.0256169946829949,0.240234009714019,0.810208169931898,0.928403244133728,0.0636878067484663,0.0670090659340659
"CDH22",0.00525601516240517,0.021849647430498,0.240553774568863,0.809961626005553,0.928403244133728,-0.0146205974842767,-0.00969889502762431
"FCRL6",-0.0142784875033975,0.0589831823099356,-0.242077265827557,0.808770735190228,0.928403244133728,-0.023002442159383,-0.0404807142857143
"PSMD5",-0.0108757102854202,0.045057639099995,-0.241373283258009,0.809326530812766,0.928403244133728,0.0852576682316119,0.0695697222222222
"SCG3",-0.00752979579699249,0.0311341613850657,-0.241849963577447,0.808946458358324,0.928403244133728,-0.125425701530612,-0.123881042654028
"SESTD1",-0.0126828850150491,0.0522385426440053,-0.242787879851096,0.808221105703968,0.928403244133728,0.0156476346911958,0.0118389150943396
"TPSD1",-0.00679573194539587,0.0282309636113925,-0.240719092658016,0.809832286522424,0.928403244133728,0.0425815950920245,0.0325502747252747
"USP8",0.0196969515582368,0.0812642822144282,0.242381413106725,0.808536031325156,0.928403244133728,0.239249737187911,0.251451666666667
"PDZD2",-0.0124474677788039,0.0521553284719098,-0.238661478002347,0.811428456368471,0.929139857206598,0.121173589341693,0.117348579545455
"PRTG",-0.00496525267634714,0.0208309832803186,-0.238359015968218,0.811651632221616,0.929139857206598,0.0263634738186462,0.0173591743119266
"SIRT5",-0.0106532003709982,0.0447306923033313,-0.238163100601169,0.811804947107613,0.929139857206598,0.0789284494086728,0.0706054245283019
"ADAM15",-0.00652317192526339,0.0274783709201332,-0.237392964241701,0.812402232131795,0.929459405751412,0.0143852825229961,0.00486285714285714
"STK24",-0.0124280673171812,0.0527015852409572,-0.23581961074527,0.813622481813327,0.930127109490822,0.0917413272010512,0.0841643867924528
"ZBP1",0.00787965092285435,0.0333773903869617,0.236077501311559,0.813432508404598,0.930127109490822,0.0937658018867925,0.094651724137931
"FHIP2A",-0.00929028873134269,0.0394952679050395,-0.235225363040449,0.814093275609608,0.930301349758027,0.0169528996865204,0.00896676136363636
"ACTN2",-0.0123695645741237,0.0528744426045398,-0.233942221701297,0.815088948371428,0.931075022338277,0.190280642633229,0.152613352272727
"MAVS",0.0183221577856799,0.0785386878324426,0.233288310402754,0.815586754996085,0.931279600663759,0.117942539267016,0.148243333333333
"LYPD3",-0.00718619991142724,0.0309271440544616,-0.232358988556221,0.816307321029384,0.931738278143695,0.0280223076923077,0.0152507075471698
"SPRR3",-0.0134534770014857,0.0582069078542207,-0.23113196521588,0.817269246096775,0.932471978561022,-0.00739247311827957,0.0216150273224044
"EIF2S2",-0.00875182611969446,0.0380192200016331,-0.230194783567851,0.817998322400125,0.932939538662438,0.063060390625,0.0527265536723164
"ASS1",0.0164872979557335,0.0720207321489522,0.228924331422162,0.818985514700871,0.932972972302513,0.443633228840125,0.421897159090909
"CNPY4",0.014282539425709,0.0623203519667319,0.229179376800269,0.818777515678745,0.932972972302513,0.0829262402088773,0.102915887850467
"IL9",0.0116153824367526,0.0506807744161255,0.22918715371991,0.818781098505908,0.932972972302513,0.0898379716981132,0.0994030386740331
"PDE5A",0.0200169070371944,0.0876455548309609,0.228384737546592,0.819404796770861,0.933086834046943,0.0251535433070866,0.0501620111731844
"HGFAC",-0.00544206392612832,0.0239179510358392,-0.227530523746528,0.820068023668275,0.933289028791824,0.000986476043276661,-0.00105880681818182
"RABGAP1L",0.0121259747506187,0.053342735454122,0.227321952040645,0.820221158773924,0.933289028791824,0.102186280884265,0.110304567307692
"ADAMTS13",0.00484278267224771,0.0214289560924656,0.225992467918231,0.821253229457838,0.933736162052841,0.0538201134930643,0.0595486111111111
"GUCA2A",0.00751574703122343,0.0332365510902001,0.226128969002426,0.82114807517469,0.933736162052841,-0.0162753221649485,-0.00432995283018868
"SMAD2",0.0137986582273711,0.0619172138407578,0.222856575279038,0.823702097690767,0.936156176372003,0.125073148148148,0.142578260869565
"BAX",0.0164932691859347,0.0743887209991196,0.22171733784924,0.824580648214419,0.936790300965214,0.0863927726675427,0.115141509433962
"GFAP",-0.0086972666356717,0.039427835157704,-0.220586968594249,0.825460515844055,0.93742542840899,-0.0583532110091743,-0.0582283333333333
"MCAM",-0.00647380171932639,0.0294742112490622,-0.219642916467608,0.826194543389915,0.937894504967106,-0.0455545571245186,-0.0536295348837209
"CAMKK1",0.00817859375913295,0.0375078850849313,0.218049984439637,0.827436028535051,0.938210351330779,0.0755129581151832,0.0853514285714286
"EBI3_IL27",-0.00554454873848122,0.0253977311676716,-0.218308820653193,0.827233222788954,0.938210351330779,0.00427736572890026,-0.0015743119266055
"MANEAL",0.00922071141830375,0.0421423453431685,0.218799199314105,0.826861519526566,0.938210351330779,-0.0572428459119497,-0.0497030726256983
"AKR1B1",-0.0138048041041384,0.0636742337793931,-0.21680361560324,0.82840698295639,0.938219071394796,0.0417371727748691,0.0386490476190476
"KAZALD1",-0.00833911662037016,0.0383925236034414,-0.217206785011201,0.828092593706121,0.938219071394796,-0.0115043080939948,-0.0408901869158878
"LYZL2",-0.00642966333338758,0.0295634390500704,-0.217486988658455,0.827883550412113,0.938219071394796,0.101057547169811,0.0685837988826816
"CTSE",0.0106259388945067,0.049571865150788,0.214354228193446,0.830324782504852,0.938572152603163,0.141788582677165,0.152643296089385
"DNAJA4",0.0138389981327342,0.064500842476195,0.21455530813945,0.830166742846465,0.938572152603163,0.0957854070660522,0.0954174863387978
"MAP3K5",0.0178821296687569,0.0832293447643411,0.214853663925736,0.829926573475683,0.938572152603163,0.132898821989529,0.154959285714286
"SLITRK6",-0.00670208192328324,0.0312270362793762,-0.214624335890294,0.830105469940665,0.938572152603163,-0.0326993429697766,-0.0382671428571429
"VAMP8",-0.0165167440556091,0.0764853924237005,-0.215946385737456,0.829084176739493,0.938572152603163,0.112106839622642,0.103221551724138
"ARHGEF5",0.0136534810460236,0.0642843536550587,0.212391978292049,0.831854416442715,0.938910860167206,0.129134267912773,0.138367045454545
"CASP2",0.0125639566394003,0.058971483823997,0.213051390683978,0.831331008803886,0.938910860167206,0.117828663239075,0.134765238095238
"IRAG2",0.0173965883946992,0.0820777021306488,0.211952673419242,0.832188621206709,0.938910860167206,0.224011498028909,0.249155476190476
"KCNIP4",0.00946716198467096,0.0443502404247385,0.213463600061798,0.831010281138888,0.938910860167206,0.0280132720105125,0.0447938679245283
"KLRC1",0.010667659325587,0.0503407482856594,0.211909033712673,0.832231049908646,0.938910860167206,0.0657886292834891,0.0777372159090909
"ANXA11",-0.0116179967900965,0.0570465266557599,-0.20365826757874,0.838662665108356,0.939040959930415,-0.0666598971722365,-0.0677861904761905
"BRAP",0.01863001442124,0.0915360085566611,0.203526619906175,0.838773752709919,0.939040959930415,0.0102900621118012,0.0445229508196721
"CD209",-0.00662872885879904,0.0318862255751456,-0.20788690850779,0.835359770666269,0.939040959930415,-0.00453805590851334,-0.000458685446009391
"CTNNA1",-0.00639784520308256,0.0307947719544206,-0.207757511974826,0.835470275658769,0.939040959930415,0.0422326323987539,0.0369105113636364
"DBN1",0.00950624531050278,0.0456561814510483,0.20821376226339,0.835114665323691,0.939040959930415,0.0505272012578616,0.0635109195402299
"DOK1",0.0240080488683186,0.116252436315996,0.206516522398379,0.836438108359044,0.939040959930415,-0.10134178187404,-0.0632191256830601
"ENOPH1",-0.00841491607758623,0.0412038697725202,-0.204226353593573,0.838226804204304,0.939040959930415,0.0519321759259259,0.042760597826087
"EPHX2",0.0114510197662369,0.0556911056631515,0.205616671277789,0.837133630972401,0.939040959930415,0.205961957950066,0.21081880952381
"FGF2",-0.0122942041585949,0.0601407929411913,-0.204423712381325,0.838064674775366,0.939040959930415,0.150671658097686,0.140400238095238
"GRSF1",-0.014620827479599,0.0704509570189282,-0.207531992442215,0.835646833072967,0.939040959930415,0.128395094936709,0.11630393258427
"MGMT",0.0217146212440131,0.104763140823727,0.207273484483915,0.835839166366931,0.939040959930415,-0.09635764781491,-0.0573878571428571
"MYL6B",-0.0157759976195044,0.0770787081870478,-0.204673871560231,0.837878038185826,0.939040959930415,0.208440845070423,0.189605
"NPM1",-0.0237741208790495,0.114843369623884,-0.207013438885594,0.836158341639823,0.939040959930415,0.1901,0.152044827586207
"PDIA4",0.0109889007625418,0.0526734136755436,0.208623288215778,0.834793269435391,0.939040959930415,0.0991765601217656,0.119445856353591
"PPBP",0.0152347425988733,0.0728829154803126,0.209030367384089,0.83447613281849,0.939040959930415,0.0213893023255814,0.050079347826087
"RALB",-0.00575708406567431,0.0282674139653184,-0.20366504246684,0.838666670234208,0.939040959930415,1.21855345911956e-05,-0.00857729885057471
"S100A16",-0.0114412183595842,0.0541812381611658,-0.211165686645099,0.832802385322971,0.939040959930415,0.0346549277266754,0.0293754716981132
"SEPTIN9",0.00525055297621222,0.0255146519140435,0.205785796878627,0.837001150815882,0.939040959930415,0.0427761096605744,0.0492700934579439
"SERPINE2",0.0116071000452604,0.0565464083062132,0.205266795768972,0.837414014883231,0.939040959930415,0.0810879601226994,0.100122252747253
"STXBP3",0.00749361390106597,0.0356170944761502,0.210393745230505,0.833404559728964,0.939040959930415,0.0617140706806283,0.0689433333333333
"CCND2",0.00670946240698511,0.0333931790628182,0.200923140452231,0.840808927396124,0.939638222680621,-0.0256545597484277,-0.0162436464088398
"CD58",-0.00312383467814698,0.0155517065666271,-0.200867645281484,0.840843409586536,0.939638222680621,-0.0249374040920716,-0.0310807142857143
"DUSP13",0.00780181556219285,0.0388563452653923,0.20078613953283,0.840915110304526,0.939638222680621,0.0444259259259259,0.045241847826087
"OPLAH",0.0118105113030241,0.058773415956311,0.200949887136106,0.840788020071206,0.939638222680621,0.12071953125,0.126442372881356
"PPM1F",-0.00951791161690902,0.0470783614824179,-0.202171683916052,0.839832051412086,0.939638222680621,0.056883972392638,0.0502964285714286
"ZP3",0.0469194732478073,0.235311186516256,0.19939329677625,0.842004961065764,0.940496367061989,-1.13371484375,-1.08712994350282
"HMOX1",-0.00844128944984649,0.0425198622254714,-0.198525794958709,0.842674796998938,0.940884889885708,0.0488173126614987,0.0218811320754717
"EPB41L5",0.0108274044486141,0.0546764712384355,0.198026760018902,0.843073508715457,0.940970508963547,0.100899765258216,0.112848611111111
"TNN",-0.00707389257963132,0.0360906466724235,-0.196003486549783,0.844655183445717,0.942375886226951,0.103286149162861,0.101006629834254
"MRI1",-0.0115726758055639,0.0593526734124232,-0.19498154236708,0.845455992932179,0.942549565565749,-0.0346427230046948,-0.0475388888888889
"RNASEH2A",0.00766040302996489,0.0392413166454567,0.195212691235012,0.845274220069277,0.942549565565749,0.0971641104294479,0.106725274725275
"CACYBP",-0.0170344644537836,0.0880642710448747,-0.193432185966809,0.84666912409412,0.943542021587727,0.0415166403785489,0.0338151685393258
"HS1BP3",0.0146762144958304,0.0763509126882779,0.192220550862958,0.847617450283213,0.943692080697518,0.08369828125,0.102436723163842
"PLA2G4A",0.0144775489887071,0.0754177761617408,0.191964676307328,0.847809122341813,0.943692080697518,0.0323771974522293,0.0547938679245283
"STK4",-0.0140221577779795,0.0727646414368276,-0.192705653475296,0.847228979160922,0.943692080697518,0.0851490384615385,0.0787962790697674
"THAP12",0.0141535896142783,0.0738665420566761,0.191610290940906,0.848095620777441,0.943692080697518,0.179868927444795,0.190298876404494
"SPART",0.0129121819656424,0.0675825735898446,0.191057861217387,0.848528139206608,0.943813940906626,0.100774803149606,0.11462094972067
"ENO2",-0.0107736755024822,0.0565812745310974,-0.19041061891529,0.849026139933305,0.943983070354405,0.0749903307888041,0.0634795348837209
"GABRA4",-0.00977413795799816,0.0515442540615358,-0.189626140409935,0.84964937543877,0.943983070354405,0.0909944704049844,0.0823474431818182
"LAMP1",0.00445049520167097,0.0234332130967711,0.189922533597589,0.849417301220879,0.943983070354405,0.108039781591264,0.111196
"PNPT1",0.0181732746877792,0.0960607178778067,0.189185289151142,0.849987051613062,0.943999302475624,0.299267360208062,0.322749759615385
"MOCS2",0.0107318586255907,0.0571838365057016,0.187672938392664,0.851180046955651,0.944176992356549,0.163945433070866,0.175477374301676
"NACC1",0.00922459691912669,0.0493767549728114,0.186820639068041,0.851847028557543,0.944176992356549,0.100273919753086,0.106372010869565
"OMP",0.00841411373561056,0.045111774751651,0.186517018714779,0.852085807270438,0.944176992356549,0.0722717289719626,0.0818389204545455
"STK11",0.0117207320286769,0.0624253843017861,0.187755865018225,0.851107424508444,0.944176992356549,0.134059526938239,0.14137619047619
"TNPO1",-0.00521420795715252,0.0278459379381,-0.187252013875181,0.851509764559273,0.944176992356549,-0.00235589622641509,-0.00846243093922652
"VSIG10L",0.00522685732620338,0.0279733301836901,0.18685145071683,0.8518238945752,0.944176992356549,0.0257015673981191,0.0239590909090909
"ACY3",0.00895170421557043,0.0486046246771563,0.184173919149254,0.853923116310893,0.944313999304705,0.277754388714734,0.282959090909091
"ADAMTSL5",-0.00614739025443834,0.0334306024350174,-0.183885117427593,0.854148494237623,0.944313999304705,-0.0620710122699386,-0.0682428571428571
"FKBP5",0.0145814566200121,0.0784902045307352,0.185774221218933,0.852660225498888,0.944313999304705,0.0177198064516129,0.0372797619047619
"MAG",0.00774111078812567,0.0418487458661517,0.184978322000012,0.853292059725464,0.944313999304705,-0.0552051643192488,-0.0481397222222222
"MTHFD2",0.00406925786854169,0.022030736185534,0.184708211031717,0.853503026904798,0.944313999304705,0.00145030721966206,0.00682431693989071
"TRIM25",0.0167636627496894,0.0908874822574408,0.184444131725488,0.853710106356773,0.944313999304705,0.0430189230769231,0.0667483695652174
"SUSD1",-0.00742397444524737,0.0406902905568735,-0.182450760209509,0.855267234841475,0.945193214904232,-0.00036215505913272,-0.00223952380952381
"SLC44A4",0.0105475304209762,0.0581869356569404,0.18126973524027,0.856200930013005,0.945867341209074,0.124492801251956,0.138198055555556
"VASP",-0.0112527033496115,0.0627039513500335,-0.179457643535019,0.857622172487793,0.947079360547744,0.0612850917431193,0.0594463888888889
"MPHOSPH8",0.0116742316698322,0.0662234260297421,0.176285528697793,0.860106541397931,0.949464040032019,0.144971287779238,0.161818333333333
"CCT5",-0.00639866282329507,0.0364876827169346,-0.175365009417968,0.860829432065531,0.949544583048502,0.0696842931937173,0.0649235714285714
"EGFR",-0.00252197098787983,0.0143728707749413,-0.175467450265873,0.860747690811396,0.949544583048502,-0.0156643757881463,-0.0122331018518519
"IMPG1",0.00606160988204856,0.0346618896309372,0.174878229276869,0.861218804724889,0.949615602794765,0.0236828660436137,0.0289431818181818
"GRP",-0.00852932085535961,0.0491416460304588,-0.173566039079623,0.862249728780231,0.949677236146188,-0.038909609375,-0.0407522598870056
"SHC1",-0.0161674781140611,0.093098120131979,-0.173660629142045,0.862175516528624,0.949677236146188,0.0886835691823899,0.0711812849162011
"TAB2",0.0155527218140917,0.0896022904165957,0.173575047487972,0.862242650875435,0.949677236146188,-0.0462611635220126,-0.026453591160221
"CBLN4",-0.00471339254715121,0.0274688427550848,-0.171590503072019,0.863794294374645,0.949699742912474,0.0856740102171137,0.0753866972477064
"CHRM1",-0.00565701529329186,0.0328862497201526,-0.172017646932398,0.863466359322954,0.949699742912474,0.0116590766823161,0.00814277777777778
"FASLG",-0.00545519989293555,0.03185371278414,-0.171257897938092,0.864055595902383,0.949699742912474,-0.131738515228426,-0.11951866359447
"H2AP",-0.00942243815321082,0.0544463087631899,-0.173059264571874,0.8626480254568,0.949699742912474,0.0831014937106918,0.0736645251396648
"KLK14",-0.00699570087260623,0.0408223928349916,-0.171369201724249,0.863968244049198,0.949699742912474,-0.141900319284802,-0.131745642201835
"TSC22D1",0.00947081224276768,0.0553662581563445,0.171057473597435,0.86422026570988,0.949699742912474,0.0947601226993865,0.105844505494505
"CTLA4",0.00461888053645622,0.0273866504229484,0.168654452630172,0.866109340037972,0.951300914894917,-0.024586301369863,-0.0175138121546961
"MYH7B",0.0063622985687267,0.0377859651183571,0.168377294288979,0.866328451244139,0.951300914894917,0.049873427672956,0.0552731843575419
"IL11",0.0102663394791041,0.0611768972020009,0.167813994312355,0.866764485382042,0.95142217366128,0.103984265279584,0.114863942307692
"DDX1",-0.0065132189645461,0.038938648163856,-0.167268748959597,0.867199335930965,0.951542042655005,0.0426880769230769,0.0367595108695652
"IL31RA",0.00574727102424644,0.0344470741675605,0.166843517573947,0.867535284732933,0.951553341587699,0.0518100474683544,0.0515991329479769
"GRAP2",0.018053766130283,0.10893909902944,0.165723475695389,0.868408372197972,0.952153569817063,0.043508141025641,0.0706748837209302
"EHD3",-0.0167777435729096,0.101608351810255,-0.165121697911611,0.868889242538495,0.95232346837865,-0.032750859375,-0.0472223163841808
"ACOX1",0.00701130368876314,0.0435396944308593,0.161032450512418,0.872100663315886,0.955484866220105,0.108534935897436,0.115450930232558
"ABRAXAS2",0.00898481479218486,0.0566815084878924,0.158514038032423,0.874091270558599,0.956231633310455,0.110496081504702,0.120449431818182
"FKBPL",-0.00797878573367114,0.0502449851111023,-0.158797653457919,0.873866927143024,0.956231633310455,0.084981,0.0828345108695652
"LPP",0.00893742091048848,0.0562907443727435,0.158772476897926,0.873887710723793,0.956231633310455,0.0695497648902821,0.0822213068181818
"TIMM8A",-0.011739673285392,0.0738542972170764,-0.158957213429113,0.873741253142745,0.956231633310455,0.089378801843318,0.0811166666666667
"ERP29",0.0160173806173709,0.101378755037124,0.15799543613951,0.874499773441261,0.956320485776708,0.0768877952755905,0.102594134078212
"COL28A1",0.0115658203586372,0.073706093618983,0.156918102571352,0.875348256586879,0.956890237840202,0.211448669796557,0.218085
"RGCC",0.0102423381924017,0.0654456864619556,0.156501348616088,0.87567591410736,0.956890434189119,0.0203980061349693,0.0406324175824176
"ADAMTS4",-0.00451689112198177,0.0292925814663619,-0.15419914858541,0.877491314687563,0.958204911523814,0.0375577044025157,0.0328988505747126
"CGN",-0.00537304769501456,0.034857419749375,-0.154143586462991,0.877534682832897,0.958204911523814,0.0736867762128326,0.0674308333333333
"MRPL52",0.00312488640219071,0.0205933197265741,0.151742722576113,0.879427644742625,0.959913178161356,-0.0183738582677165,-0.0146329608938547
"RAB11FIP3",0.0142943921226491,0.0945890035605294,0.151121077340685,0.879916926582254,0.96008859577048,0.052213036809816,0.0741802197802198
"CDK5RAP3",-0.0079972438230797,0.053071636170851,-0.150687719469107,0.880258673919602,0.960102965730899,0.110510429447853,0.109586263736264
"BMP10",0.003784196863926,0.0252741301364243,0.149726097139633,0.881017989913485,0.96042133483493,-0.0470645669291339,-0.0361477653631285
"NAP1L4",-0.00492667425554515,0.0329578275480664,-0.149484193045187,0.881207939319798,0.96042133483493,-0.0132928351309707,-0.0177883152173913
"ATP1B1",-0.00620180110393252,0.0428254877535027,-0.144815656032435,0.884892445656345,0.96056198455017,0.0575436520376176,0.052109375
"CD109",-0.00439419970659376,0.0304352408292859,-0.14437867376313,0.885230900701714,0.96056198455017,0.0856156611039795,0.0822403755868545
"CLEC3B",-0.00253590911151647,0.0174333720890499,-0.145462914378413,0.884381449916268,0.96056198455017,-0.0343548742138365,-0.0297162983425414
"DCUN1D1",-0.00961991734641864,0.0663548848884075,-0.144976776956165,0.88476509589915,0.96056198455017,0.159641433021807,0.146727556818182
"FKBP1B",0.0143966013024183,0.0976682236282471,0.14740312424659,0.8828437321459,0.96056198455017,0.150874043367347,0.165761682242991
"GYS1",0.0114927853501435,0.0773314601260552,0.148617203547037,0.881886682719788,0.96056198455017,0.054099605781866,0.07314
"KIAA2013",0.00671610762342425,0.0457729032795894,0.146726712579296,0.883383449627132,0.96056198455017,0.0936922839506173,0.0996771739130435
"MAP4K5",0.0139791623055785,0.0953914411840194,0.146545246953669,0.883521236400188,0.96056198455017,0.0620208171206226,0.0805102870813397
"NAGK",0.00733925357555447,0.050543708286402,0.145206076569751,0.884584203348112,0.96056198455017,0.0893192488262911,0.089654802259887
"NPTN",-0.00933819102241807,0.0647070535049742,-0.144314885574263,0.885281801640523,0.96056198455017,0.132129319371728,0.126862142857143
"PHACTR2",0.0143746712244062,0.0969493020042319,0.148269981601093,0.88216571767109,0.96056198455017,0.0655506134969325,0.0934041208791209
"PSG1",-0.0152366988834592,0.104021289857951,-0.146476734755607,0.883575149068797,0.96056198455017,-0.190778451612903,-0.187925238095238
"CAPS",0.0137442857304863,0.0964780259753024,0.14246027104664,0.886751032235799,0.960809501318667,0.308099846390169,0.323861475409836
"CLPP",0.011846802415245,0.0833719171829359,0.142095837729755,0.887033631788603,0.960809501318667,0.181746692607004,0.192558851674641
"EFNB2",0.00660116247279146,0.0465590909542972,0.141780312662703,0.887288573976223,0.960809501318667,0.000486932707355242,0.00509194444444444
"IL25",-0.00406074790401483,0.0286947420681468,-0.141515400081694,0.88749811366536,0.960809501318667,-0.0187812796208531,-0.0217188202247191
"PALM3",0.00904720781375554,0.0633133485065532,0.142895740426983,0.886408060526458,0.960809501318667,0.15265039184953,0.158060511363636
"SLC9A3R1",-0.0103622143141199,0.0734293266269753,-0.141118198819396,0.887811654195893,0.960809501318667,0.118821496062992,0.114756145251397
"SPINT3",-0.018814554637771,0.131766758398232,-0.142786806524516,0.886493211846696,0.960809501318667,1.79734392307692,1.42714293478261
"BHLHE40",0.00832727324404237,0.0602776007620641,0.138148717579402,0.890157050346954,0.962991077791114,0.0387998442367601,0.0519034090909091
"CETN3",-0.00893998371482639,0.0657148703421348,-0.136042020143716,0.891821050320125,0.963136280617867,0.0986713846153846,0.10330652173913
"DIPK2B",-0.00333384213477351,0.0245327814192709,-0.135893361531144,0.891939348169729,0.963136280617867,-0.0418795275590551,-0.0340977653631285
"GPR101",-0.00710961265691799,0.0520934372560409,-0.136478086903231,0.891477092481051,0.963136280617867,0.121449143302181,0.113664488636364
"PSTPIP2",0.0125240856168462,0.0912525017601244,0.137246490510126,0.890871247286924,0.963136280617867,-0.0511458401305057,-0.0306663793103448
"SNAPIN",-0.00676726943641421,0.0495452997075878,-0.136587516401234,0.891389966983727,0.963136280617867,0.0524786809815951,0.0458096153846154
"DNAJC9",0.00869350565449055,0.0645699079299548,0.134637107798283,0.89293144213921,0.9636988742308,0.0818181538461538,0.0856402173913044
"GZMB",-0.00790751701804513,0.0588391279567197,-0.134392151832394,0.893119969684123,0.9636988742308,0.119847300771208,0.0898085714285714
"CDC37",0.00935186034923433,0.069971890980048,0.13365167381143,0.89370504720263,0.963974214812139,0.0687652229299363,0.0870549065420561
"LRRC38",0.0058364756558094,0.0439970900091847,0.13265594734995,0.8944982281378,0.964473735283635,0.126281611893584,0.121072777777778
"PNMA1",0.00687182014765614,0.0521528650964852,0.131763041875896,0.895204320161221,0.964523238757776,0.11239984375,0.114100847457627
"SRC",-0.0132539724829869,0.100516806982002,-0.131858272073446,0.89512310562325,0.964523238757776,-0.0174711734693878,-0.0143774647887324
"EIF1AX",0.0060607229371755,0.0463328836040072,0.130808239542667,0.895958702183645,0.964980216653376,0.100919585253456,0.107317486338798
"NRGN",-0.0102846466862599,0.0788789902994779,-0.130385120894834,0.896293331075812,0.964984934931291,0.0398019113149847,0.0394847222222222
"IL10RA",-0.00703972144530234,0.0543674253559958,-0.129484179160711,0.897001304098865,0.965391458776016,0.131412743823147,0.130446634615385
"CD207",0.00443932614910091,0.0348196587556694,0.127494820677359,0.898575417086067,0.966018163622328,0.0313098013245033,0.0323755924170616
"GP1BB",-0.00743143604035655,0.0582803361824943,-0.127511893841627,0.898566908497277,0.966018163622328,0.0573438087774295,0.0539497159090909
"JPT2",-0.00941923505441471,0.0735241489445269,-0.128110766185426,0.898092349333692,0.966018163622328,0.0364923846153846,0.037935597826087
"ENPEP",0.00527597635193962,0.041855101357942,0.126053364602318,0.899720963368845,0.966183261655188,0.0742802507836991,0.0794528409090909
"NUBP1",-0.0104275266906732,0.0826186105297989,-0.126212806337528,0.899594114621473,0.966183261655188,0.0950210648148148,0.082101902173913
"PIKFYVE",-0.0062290201987079,0.0492815405499935,-0.126396620908977,0.899449499758385,0.966183261655188,0.109466666666667,0.101580747126437
"OGA",-0.00728898333777167,0.0580384698783644,-0.125588826739363,0.900087820822966,0.966222120663008,0.0841276153846154,0.0828801630434783
"AMPD3",-0.00783653563685951,0.0635282772338443,-0.12335507868431,0.90185579129028,0.967054173266128,0.136679877112135,0.120976229508197
"MRPL46",-0.00318443646434204,0.0257315226107553,-0.123756239089054,0.901533946560896,0.967054173266128,0.0207109067017083,0.0159410377358491
"SAT1",0.00493744793929918,0.0399362725092514,0.123633169273757,0.901636399898825,0.967054173266128,0.0604420062695925,0.0695642045454545
"ATXN3",0.00617538949186586,0.0523368720520033,0.117993094538203,0.906101677305846,0.967347132293637,0.0710662826420891,0.0753860655737705
"BCL2L1",-0.0101677471347504,0.085166590800115,-0.119386569771402,0.9049979906373,0.967347132293637,0.0340336405529954,0.0405852459016393
"CST6",-0.00544998607563863,0.0448879996870347,-0.121412985956975,0.903389339698725,0.967347132293637,-0.0617065876152833,-0.0928646341463415
"DEFB103A_DEFB103B",0.00462436907329246,0.038650929500326,0.119644446668571,0.90479492301794,0.967347132293637,0.104404444444444,0.107665697674419
"GRIN2B",-0.00589753439838622,0.0492859724964042,-0.119659491325174,0.904782416678302,0.967347132293637,0.107539018691589,0.101596875
"IL7",0.00641013372960928,0.0539603626675396,0.118793377448246,0.905463301720284,0.967347132293637,0.0582235861182519,0.0713478571428571
"IST1",0.0098044543622714,0.081118304621379,0.12086611533653,0.903826582926169,0.967347132293637,0.0479987577639752,0.0691043715846995
"PAK4",0.00571278025681441,0.048286321263137,0.118310529925909,0.905846134320958,0.967347132293637,0.132869119579501,0.136977830188679
"PPP2R5A",0.0123202194983729,0.101394496809797,0.121507772966062,0.903318268654259,0.967347132293637,0.169010230769231,0.194004076086957
"RABEPK",0.00584703402252443,0.0478707044391752,0.12214221810656,0.902811686295209,0.967347132293637,0.126203664921466,0.133476904761905
"RCC1",-0.005629984295634,0.0465715098283629,-0.120889022416989,0.903808266275757,0.967347132293637,0.184964351851852,0.181638586956522
"SARG",0.0112129448539363,0.0947069094464484,0.118396270340514,0.905782501180627,0.967347132293637,0.0673888888888889,0.087328729281768
"ALDH5A1",-0.00485068353212265,0.0419259408611251,-0.115696474127796,0.90792108564711,0.968935504843264,0.141585966257669,0.139279395604396
"RICTOR",0.00476954919575867,0.041771459082515,0.114182010887792,0.9091219479094,0.969862844757674,0.0582194968553459,0.062814367816092
"KLK3",0.00937504455661745,0.0826442297243835,0.113438585947053,0.909710150286074,0.970106216388941,0.976390715372907,0.804025966850829
"MARS1",0.00833794920909117,0.0738797178539733,0.112858433292497,0.910170823896273,0.970106216388941,0.113399447949527,0.124114887640449
"MMP15",0.00511779372112182,0.0454364201561704,0.112636376359127,0.910346079855741,0.970106216388941,0.101050536809816,0.111005769230769
"DTD1",-0.0086230027218406,0.0771714822168455,-0.11173820269009,0.911058670207802,0.970157957123614,0.0487740157480315,0.0499695530726257
"RBP2",0.00799893694393502,0.0713285997937136,0.112142071582344,0.910733818437791,0.970157957123614,0.16330137075718,0.151407710280374
"ADCYAP1R1",-0.00274675229212976,0.0249884772800085,-0.109920755128494,0.912494958581581,0.971206595839362,0.027501832460733,0.0248638095238095
"APPL2",-0.0104509366826358,0.0959733302976242,-0.108894175603017,0.913313396102632,0.971206595839362,-0.0328632283464567,-0.0353768156424581
"CXCL1",0.00882493876158753,0.0826944090125506,0.106717477843613,0.915034824895881,0.971206595839362,0.122261039794608,0.146884597156398
"DDI2",0.00734323489079767,0.0685559146095499,0.107113075985055,0.914725797339942,0.971206595839362,0.0901492913385827,0.0857075418994413
"GABARAP",0.00453244747983958,0.0417789142440123,0.108486483238112,0.9136360856536,0.971206595839362,0.0559702160493827,0.05863125
"IGF2BP3",-0.00418686228524892,0.0389416061617487,-0.107516425179236,0.914405920074563,0.971206595839362,0.0635291536050157,0.0622951704545455
